id,profile_history,responses,profile_score,depth_score,consistency_score,progression_score,label
132,"[{'timestamp': '2020-01', 'skills': ['AWS']}, {'timestamp': '2020-12', 'skills': ['AWS']}, {'timestamp': '2021-12', 'skills': ['AWS', 'Deep Learning']}]","[{'detail': 0.794, 'tag': 'proj_1'}, {'detail': 0.645, 'tag': 'proj_1'}, {'detail': 0.723, 'tag': 'proj_1'}]",0.5,0.721,1.0,0.3,0
133,"[{'timestamp': '2020-01', 'skills': ['Python']}, {'timestamp': '2020-12', 'skills': ['Python', 'NLP']}, {'timestamp': '2021-12', 'skills': ['Machine Learning', 'Python', 'Docker', 'Deep Learning', 'Kubernetes', 'NLP']}]","[{'detail': 0.371, 'tag': 'proj_1'}, {'detail': 0.439, 'tag': 'proj_4'}, {'detail': 0.258, 'tag': 'proj_4'}]",0.667,0.356,0.3,0.3,1
134,"[{'timestamp': '2020-01', 'skills': ['AWS']}, {'timestamp': '2020-12', 'skills': ['AWS', 'Spark']}, {'timestamp': '2021-12', 'skills': ['AWS', 'Machine Learning', 'Python', 'Docker', 'Deep Learning', 'SQL', 'Kubernetes', 'NLP']}]","[{'detail': 0.486, 'tag': 'proj_3'}, {'detail': 0.308, 'tag': 'proj_2'}, {'detail': 0.234, 'tag': 'proj_4'}]",0.75,0.343,0.3,0.3,1
135,"[{'timestamp': '2020-01', 'skills': ['Kafka']}, {'timestamp': '2020-12', 'skills': ['Kafka', 'Kubernetes']}, {'timestamp': '2021-12', 'skills': ['Kafka', 'Kubernetes', 'Deep Learning']}]","[{'detail': 0.577, 'tag': 'proj_1'}, {'detail': 0.827, 'tag': 'proj_1'}, {'detail': 0.768, 'tag': 'proj_1'}]",0.333,0.724,1.0,0.3,0
136,"[{'timestamp': '2020-01', 'skills': ['Deep Learning']}, {'timestamp': '2020-12', 'skills': ['Deep Learning', 'AWS']}, {'timestamp': '2021-12', 'skills': ['Deep Learning', 'AWS', 'Spark']}]","[{'detail': 0.522, 'tag': 'proj_3'}, {'detail': 0.713, 'tag': 'proj_3'}, {'detail': 0.739, 'tag': 'proj_3'}]",0.333,0.658,1.0,1.0,0
137,"[{'timestamp': '2020-01', 'skills': ['Kubernetes']}, {'timestamp': '2020-12', 'skills': ['Kubernetes', 'Deep Learning']}, {'timestamp': '2021-12', 'skills': ['AWS', 'Machine Learning', 'Python', 'Docker', 'Deep Learning', 'Kubernetes', 'NLP']}]","[{'detail': 0.263, 'tag': 'proj_3'}, {'detail': 0.205, 'tag': 'proj_4'}, {'detail': 0.233, 'tag': 'proj_2'}]",0.714,0.234,0.3,0.3,1
138,"[{'timestamp': '2020-01', 'skills': ['Machine Learning']}, {'timestamp': '2020-12', 'skills': ['Machine Learning', 'Kubernetes']}, {'timestamp': '2021-12', 'skills': ['Machine Learning', 'Kubernetes', 'Python']}]","[{'detail': 0.594, 'tag': 'proj_3'}, {'detail': 0.61, 'tag': 'proj_3'}, {'detail': 0.745, 'tag': 'proj_3'}]",0.333,0.65,1.0,1.0,0
139,"[{'timestamp': '2020-01', 'skills': ['NLP']}, {'timestamp': '2020-12', 'skills': ['NLP', 'Docker']}, {'timestamp': '2021-12', 'skills': ['Machine Learning', 'Python', 'Docker', 'Deep Learning', 'NLP']}]","[{'detail': 0.37, 'tag': 'proj_2'}, {'detail': 0.496, 'tag': 'proj_2'}, {'detail': 0.438, 'tag': 'proj_1'}]",0.6,0.435,0.3,0.3,1
140,"[{'timestamp': '2020-01', 'skills': ['Machine Learning']}, {'timestamp': '2020-12', 'skills': ['Machine Learning', 'Python']}, {'timestamp': '2021-12', 'skills': ['AWS', 'Machine Learning', 'Python', 'Docker', 'Deep Learning', 'Kubernetes', 'NLP']}]","[{'detail': 0.26, 'tag': 'proj_4'}, {'detail': 0.499, 'tag': 'proj_3'}, {'detail': 0.241, 'tag': 'proj_5'}]",0.714,0.333,0.3,0.3,1
141,"[{'timestamp': '2020-01', 'skills': ['Machine Learning']}, {'timestamp': '2020-12', 'skills': ['Machine Learning', 'NLP']}, {'timestamp': '2021-12', 'skills': ['Machine Learning', 'NLP', 'Kafka']}]","[{'detail': 0.757, 'tag': 'proj_3'}, {'detail': 0.825, 'tag': 'proj_3'}, {'detail': 0.756, 'tag': 'proj_3'}]",0.333,0.779,1.0,0.3,0
142,"[{'timestamp': '2020-01', 'skills': ['AWS']}, {'timestamp': '2020-12', 'skills': ['AWS', 'Machine Learning']}, {'timestamp': '2021-12', 'skills': ['AWS', 'Machine Learning', 'Python']}]","[{'detail': 0.797, 'tag': 'proj_1'}, {'detail': 0.823, 'tag': 'proj_1'}, {'detail': 0.83, 'tag': 'proj_1'}]",0.333,0.817,1.0,1.0,0
143,"[{'timestamp': '2020-01', 'skills': ['SQL']}, {'timestamp': '2020-12', 'skills': ['SQL', 'Docker']}, {'timestamp': '2021-12', 'skills': ['SQL', 'Docker', 'Spark']}]","[{'detail': 0.806, 'tag': 'proj_1'}, {'detail': 0.664, 'tag': 'proj_1'}, {'detail': 0.869, 'tag': 'proj_1'}]",0.333,0.78,1.0,0.3,0
144,"[{'timestamp': '2020-01', 'skills': ['Machine Learning']}, {'timestamp': '2020-12', 'skills': ['Machine Learning', 'Machine Learning']}, {'timestamp': '2021-12', 'skills': ['AWS', 'Machine Learning', 'Python', 'Docker', 'Deep Learning', 'SQL', 'Kubernetes', 'NLP']}]","[{'detail': 0.205, 'tag': 'proj_5'}, {'detail': 0.305, 'tag': 'proj_5'}, {'detail': 0.315, 'tag': 'proj_5'}]",0.75,0.275,1.0,1.0,1
145,"[{'timestamp': '2020-01', 'skills': ['Deep Learning']}, {'timestamp': '2020-12', 'skills': ['Deep Learning', 'Kubernetes']}, {'timestamp': '2021-12', 'skills': ['Deep Learning', 'Kubernetes']}]","[{'detail': 0.646, 'tag': 'proj_3'}, {'detail': 0.654, 'tag': 'proj_3'}, {'detail': 0.865, 'tag': 'proj_3'}]",0.5,0.722,1.0,1.0,0
146,"[{'timestamp': '2020-01', 'skills': ['Docker']}, {'timestamp': '2020-12', 'skills': ['Docker', 'SQL']}, {'timestamp': '2021-12', 'skills': ['Docker', 'SQL', 'Machine Learning']}]","[{'detail': 0.588, 'tag': 'proj_3'}, {'detail': 0.695, 'tag': 'proj_3'}, {'detail': 0.848, 'tag': 'proj_3'}]",0.333,0.71,1.0,1.0,0
147,"[{'timestamp': '2020-01', 'skills': ['Spark']}, {'timestamp': '2020-12', 'skills': ['Spark', 'Python']}, {'timestamp': '2021-12', 'skills': ['Spark', 'Python', 'Docker']}]","[{'detail': 0.831, 'tag': 'proj_3'}, {'detail': 0.844, 'tag': 'proj_3'}, {'detail': 0.809, 'tag': 'proj_3'}]",0.333,0.828,1.0,0.3,0
148,"[{'timestamp': '2020-01', 'skills': ['Kafka']}, {'timestamp': '2020-12', 'skills': ['Kafka', 'Python']}, {'timestamp': '2021-12', 'skills': ['Kafka', 'Python', 'Deep Learning']}]","[{'detail': 0.774, 'tag': 'proj_1'}, {'detail': 0.873, 'tag': 'proj_1'}, {'detail': 0.797, 'tag': 'proj_1'}]",0.333,0.815,1.0,0.3,0
149,"[{'timestamp': '2020-01', 'skills': ['Deep Learning']}, {'timestamp': '2020-12', 'skills': ['Deep Learning', 'Kafka']}, {'timestamp': '2021-12', 'skills': ['AWS', 'Machine Learning', 'Python', 'Docker', 'Deep Learning', 'SQL', 'Kubernetes', 'NLP']}]","[{'detail': 0.431, 'tag': 'proj_3'}, {'detail': 0.243, 'tag': 'proj_3'}, {'detail': 0.221, 'tag': 'proj_1'}]",0.75,0.298,0.3,0.3,1
150,"[{'timestamp': '2020-01', 'skills': ['AWS']}, {'timestamp': '2020-12', 'skills': ['AWS', 'Kafka']}, {'timestamp': '2021-12', 'skills': ['AWS', 'Kafka']}]","[{'detail': 0.551, 'tag': 'proj_3'}, {'detail': 0.844, 'tag': 'proj_3'}, {'detail': 0.789, 'tag': 'proj_3'}]",0.5,0.728,1.0,0.3,0
151,"[{'timestamp': '2020-01', 'skills': ['Python']}, {'timestamp': '2020-12', 'skills': ['Python', 'Spark']}, {'timestamp': '2021-12', 'skills': ['Machine Learning', 'Python', 'Docker', 'Deep Learning', 'Kubernetes', 'NLP']}]","[{'detail': 0.202, 'tag': 'proj_1'}, {'detail': 0.261, 'tag': 'proj_3'}, {'detail': 0.208, 'tag': 'proj_4'}]",0.667,0.224,0.3,0.3,1
152,"[{'timestamp': '2020-01', 'skills': ['Docker']}, {'timestamp': '2020-12', 'skills': ['Docker', 'Kubernetes']}, {'timestamp': '2021-12', 'skills': ['Docker', 'Kubernetes']}]","[{'detail': 0.596, 'tag': 'proj_1'}, {'detail': 0.731, 'tag': 'proj_1'}, {'detail': 0.835, 'tag': 'proj_1'}]",0.5,0.721,1.0,1.0,0
153,"[{'timestamp': '2020-01', 'skills': ['Machine Learning']}, {'timestamp': '2020-12', 'skills': ['Machine Learning', 'Kafka']}, {'timestamp': '2021-12', 'skills': ['Machine Learning', 'Kafka', 'NLP']}]","[{'detail': 0.624, 'tag': 'proj_1'}, {'detail': 0.703, 'tag': 'proj_1'}, {'detail': 0.845, 'tag': 'proj_1'}]",0.333,0.724,1.0,1.0,0
154,"[{'timestamp': '2020-01', 'skills': ['SQL']}, {'timestamp': '2020-12', 'skills': ['SQL', 'Python']}, {'timestamp': '2021-12', 'skills': ['AWS', 'Machine Learning', 'Python', 'Docker', 'Deep Learning', 'Kubernetes', 'NLP']}]","[{'detail': 0.434, 'tag': 'proj_2'}, {'detail': 0.237, 'tag': 'proj_4'}, {'detail': 0.403, 'tag': 'proj_3'}]",0.714,0.358,0.3,0.3,1
155,"[{'timestamp': '2020-01', 'skills': ['Kubernetes']}, {'timestamp': '2020-12', 'skills': ['Kubernetes']}, {'timestamp': '2021-12', 'skills': ['Kubernetes', 'SQL']}]","[{'detail': 0.565, 'tag': 'proj_2'}, {'detail': 0.785, 'tag': 'proj_2'}, {'detail': 0.829, 'tag': 'proj_2'}]",0.5,0.726,1.0,1.0,0
156,"[{'timestamp': '2020-01', 'skills': ['Kubernetes']}, {'timestamp': '2020-12', 'skills': ['Kubernetes', 'Kafka']}, {'timestamp': '2021-12', 'skills': ['Kubernetes', 'Kafka', 'SQL']}]","[{'detail': 0.663, 'tag': 'proj_3'}, {'detail': 0.775, 'tag': 'proj_3'}, {'detail': 0.806, 'tag': 'proj_3'}]",0.333,0.748,1.0,1.0,0
157,"[{'timestamp': '2020-01', 'skills': ['Kafka']}, {'timestamp': '2020-12', 'skills': ['Kafka', 'Kubernetes']}, {'timestamp': '2021-12', 'skills': ['Kafka', 'Kubernetes']}]","[{'detail': 0.83, 'tag': 'proj_1'}, {'detail': 0.821, 'tag': 'proj_1'}, {'detail': 0.898, 'tag': 'proj_1'}]",0.5,0.85,1.0,0.3,0
158,"[{'timestamp': '2020-01', 'skills': ['AWS']}, {'timestamp': '2020-12', 'skills': ['AWS', 'Docker']}, {'timestamp': '2021-12', 'skills': ['Machine Learning', 'Python', 'Docker', 'Deep Learning', 'NLP']}]","[{'detail': 0.45, 'tag': 'proj_2'}, {'detail': 0.473, 'tag': 'proj_5'}, {'detail': 0.221, 'tag': 'proj_5'}]",0.6,0.381,0.3,0.3,1
159,"[{'timestamp': '2020-01', 'skills': ['Deep Learning']}, {'timestamp': '2020-12', 'skills': ['Deep Learning', 'Spark']}, {'timestamp': '2021-12', 'skills': ['Deep Learning', 'Spark', 'AWS']}]","[{'detail': 0.702, 'tag': 'proj_1'}, {'detail': 0.851, 'tag': 'proj_1'}, {'detail': 0.743, 'tag': 'proj_1'}]",0.333,0.765,1.0,0.3,0
160,"[{'timestamp': '2020-01', 'skills': ['Spark']}, {'timestamp': '2020-12', 'skills': ['Spark', 'Deep Learning']}, {'timestamp': '2021-12', 'skills': ['Spark', 'Deep Learning', 'Kafka']}]","[{'detail': 0.748, 'tag': 'proj_3'}, {'detail': 0.715, 'tag': 'proj_3'}, {'detail': 0.854, 'tag': 'proj_3'}]",0.333,0.772,1.0,0.3,0
161,"[{'timestamp': '2020-01', 'skills': ['SQL']}, {'timestamp': '2020-12', 'skills': ['SQL', 'Python']}, {'timestamp': '2021-12', 'skills': ['AWS', 'Machine Learning', 'Python', 'Docker', 'Deep Learning', 'SQL', 'Kubernetes', 'NLP']}]","[{'detail': 0.36, 'tag': 'proj_1'}, {'detail': 0.449, 'tag': 'proj_2'}, {'detail': 0.495, 'tag': 'proj_2'}]",0.75,0.435,0.3,1.0,1
162,"[{'timestamp': '2020-01', 'skills': ['AWS']}, {'timestamp': '2020-12', 'skills': ['AWS', 'Deep Learning']}, {'timestamp': '2021-12', 'skills': ['AWS', 'Machine Learning', 'Python', 'Docker', 'Deep Learning', 'Kubernetes', 'NLP']}]","[{'detail': 0.392, 'tag': 'proj_5'}, {'detail': 0.34, 'tag': 'proj_4'}, {'detail': 0.378, 'tag': 'proj_1'}]",0.714,0.37,0.3,0.3,1
163,"[{'timestamp': '2020-01', 'skills': ['SQL']}, {'timestamp': '2020-12', 'skills': ['SQL', 'Deep Learning']}, {'timestamp': '2021-12', 'skills': ['SQL', 'Deep Learning', 'Python']}]","[{'detail': 0.694, 'tag': 'proj_1'}, {'detail': 0.83, 'tag': 'proj_1'}, {'detail': 0.827, 'tag': 'proj_1'}]",0.333,0.784,1.0,0.3,0
164,"[{'timestamp': '2020-01', 'skills': ['Machine Learning']}, {'timestamp': '2020-12', 'skills': ['Machine Learning', 'Kafka']}, {'timestamp': '2021-12', 'skills': ['Machine Learning', 'Python', 'Docker', 'Deep Learning', 'Kubernetes', 'NLP']}]","[{'detail': 0.39, 'tag': 'proj_4'}, {'detail': 0.369, 'tag': 'proj_2'}, {'detail': 0.378, 'tag': 'proj_3'}]",0.667,0.379,0.3,0.3,1
165,"[{'timestamp': '2020-01', 'skills': ['Python']}, {'timestamp': '2020-12', 'skills': ['Python', 'Kafka']}, {'timestamp': '2021-12', 'skills': ['AWS', 'Machine Learning', 'Python', 'Docker', 'Deep Learning', 'Kubernetes', 'NLP']}]","[{'detail': 0.493, 'tag': 'proj_5'}, {'detail': 0.463, 'tag': 'proj_1'}, {'detail': 0.458, 'tag': 'proj_5'}]",0.714,0.471,0.3,0.3,1
166,"[{'timestamp': '2020-01', 'skills': ['Deep Learning']}, {'timestamp': '2020-12', 'skills': ['Deep Learning', 'AWS']}, {'timestamp': '2021-12', 'skills': ['Deep Learning', 'AWS', 'Kubernetes']}]","[{'detail': 0.524, 'tag': 'proj_2'}, {'detail': 0.69, 'tag': 'proj_2'}, {'detail': 0.745, 'tag': 'proj_2'}]",0.333,0.653,1.0,1.0,0
167,"[{'timestamp': '2020-01', 'skills': ['AWS']}, {'timestamp': '2020-12', 'skills': ['AWS', 'NLP']}, {'timestamp': '2021-12', 'skills': ['AWS', 'NLP', 'Machine Learning']}]","[{'detail': 0.795, 'tag': 'proj_3'}, {'detail': 0.665, 'tag': 'proj_3'}, {'detail': 0.864, 'tag': 'proj_3'}]",0.333,0.775,1.0,0.3,0
168,"[{'timestamp': '2020-01', 'skills': ['SQL']}, {'timestamp': '2020-12', 'skills': ['SQL', 'Deep Learning']}, {'timestamp': '2021-12', 'skills': ['AWS', 'Machine Learning', 'Python', 'Docker', 'Deep Learning', 'SQL', 'Kubernetes', 'NLP']}]","[{'detail': 0.458, 'tag': 'proj_3'}, {'detail': 0.444, 'tag': 'proj_1'}, {'detail': 0.238, 'tag': 'proj_3'}]",0.75,0.38,0.3,0.3,1
169,"[{'timestamp': '2020-01', 'skills': ['Machine Learning']}, {'timestamp': '2020-12', 'skills': ['Machine Learning', 'Docker']}, {'timestamp': '2021-12', 'skills': ['AWS', 'Machine Learning', 'Python', 'Docker', 'Deep Learning', 'SQL', 'Kubernetes', 'NLP']}]","[{'detail': 0.247, 'tag': 'proj_2'}, {'detail': 0.342, 'tag': 'proj_2'}, {'detail': 0.409, 'tag': 'proj_3'}]",0.75,0.333,0.3,1.0,1
170,"[{'timestamp': '2020-01', 'skills': ['Deep Learning']}, {'timestamp': '2020-12', 'skills': ['Deep Learning', 'Machine Learning']}, {'timestamp': '2021-12', 'skills': ['Machine Learning', 'Python', 'Docker', 'Deep Learning', 'NLP']}]","[{'detail': 0.343, 'tag': 'proj_2'}, {'detail': 0.21, 'tag': 'proj_4'}, {'detail': 0.286, 'tag': 'proj_4'}]",0.6,0.28,0.3,0.3,1
171,"[{'timestamp': '2020-01', 'skills': ['Docker']}, {'timestamp': '2020-12', 'skills': ['Docker', 'Python']}, {'timestamp': '2021-12', 'skills': ['Docker', 'Python', 'Deep Learning']}]","[{'detail': 0.824, 'tag': 'proj_1'}, {'detail': 0.707, 'tag': 'proj_1'}, {'detail': 0.73, 'tag': 'proj_1'}]",0.333,0.754,1.0,0.3,0
172,"[{'timestamp': '2020-01', 'skills': ['NLP']}, {'timestamp': '2020-12', 'skills': ['NLP', 'Spark']}, {'timestamp': '2021-12', 'skills': ['AWS', 'Machine Learning', 'Python', 'Docker', 'Deep Learning', 'Kubernetes', 'NLP']}]","[{'detail': 0.355, 'tag': 'proj_4'}, {'detail': 0.453, 'tag': 'proj_2'}, {'detail': 0.394, 'tag': 'proj_4'}]",0.714,0.401,0.3,0.3,1
173,"[{'timestamp': '2020-01', 'skills': ['Kafka']}, {'timestamp': '2020-12', 'skills': ['Kafka', 'Deep Learning']}, {'timestamp': '2021-12', 'skills': ['AWS', 'Machine Learning', 'Python', 'Docker', 'Deep Learning', 'Kubernetes', 'NLP']}]","[{'detail': 0.395, 'tag': 'proj_4'}, {'detail': 0.345, 'tag': 'proj_5'}, {'detail': 0.202, 'tag': 'proj_1'}]",0.714,0.314,0.3,0.3,1
174,"[{'timestamp': '2020-01', 'skills': ['Kubernetes']}, {'timestamp': '2020-12', 'skills': ['Kubernetes', 'Docker']}, {'timestamp': '2021-12', 'skills': ['Machine Learning', 'Python', 'Docker', 'Deep Learning', 'Kubernetes', 'NLP']}]","[{'detail': 0.481, 'tag': 'proj_3'}, {'detail': 0.474, 'tag': 'proj_2'}, {'detail': 0.472, 'tag': 'proj_5'}]",0.667,0.476,0.3,0.3,1
175,"[{'timestamp': '2020-01', 'skills': ['AWS']}, {'timestamp': '2020-12', 'skills': ['AWS', 'Machine Learning']}, {'timestamp': '2021-12', 'skills': ['Machine Learning', 'Python', 'Docker', 'Deep Learning', 'NLP']}]","[{'detail': 0.276, 'tag': 'proj_4'}, {'detail': 0.455, 'tag': 'proj_4'}, {'detail': 0.232, 'tag': 'proj_1'}]",0.6,0.321,0.3,0.3,1
176,"[{'timestamp': '2020-01', 'skills': ['Kubernetes']}, {'timestamp': '2020-12', 'skills': ['Kubernetes', 'Machine Learning']}, {'timestamp': '2021-12', 'skills': ['Kubernetes', 'Machine Learning', 'SQL']}]","[{'detail': 0.604, 'tag': 'proj_1'}, {'detail': 0.698, 'tag': 'proj_1'}, {'detail': 0.893, 'tag': 'proj_1'}]",0.333,0.732,1.0,1.0,0
177,"[{'timestamp': '2020-01', 'skills': ['Spark']}, {'timestamp': '2020-12', 'skills': ['Spark', 'NLP']}, {'timestamp': '2021-12', 'skills': ['Machine Learning', 'Python', 'Docker', 'Deep Learning', 'NLP']}]","[{'detail': 0.217, 'tag': 'proj_1'}, {'detail': 0.305, 'tag': 'proj_3'}, {'detail': 0.238, 'tag': 'proj_4'}]",0.6,0.253,0.3,0.3,1
178,"[{'timestamp': '2020-01', 'skills': ['NLP']}, {'timestamp': '2020-12', 'skills': ['NLP', 'Docker']}, {'timestamp': '2021-12', 'skills': ['NLP', 'Docker']}]","[{'detail': 0.807, 'tag': 'proj_2'}, {'detail': 0.758, 'tag': 'proj_2'}, {'detail': 0.755, 'tag': 'proj_2'}]",0.5,0.773,1.0,0.3,0
179,"[{'timestamp': '2020-01', 'skills': ['Kafka']}, {'timestamp': '2020-12', 'skills': ['Kafka', 'Docker']}, {'timestamp': '2021-12', 'skills': ['AWS', 'Machine Learning', 'Python', 'Docker', 'Deep Learning', 'SQL', 'Kubernetes', 'NLP']}]","[{'detail': 0.226, 'tag': 'proj_1'}, {'detail': 0.367, 'tag': 'proj_2'}, {'detail': 0.209, 'tag': 'proj_4'}]",0.75,0.267,0.3,0.3,1
180,"[{'timestamp': '2020-01', 'skills': ['SQL']}, {'timestamp': '2020-12', 'skills': ['SQL', 'Python']}, {'timestamp': '2021-12', 'skills': ['AWS', 'Machine Learning', 'Python', 'Docker', 'Deep Learning', 'SQL', 'Kubernetes', 'NLP']}]","[{'detail': 0.211, 'tag': 'proj_3'}, {'detail': 0.28, 'tag': 'proj_4'}, {'detail': 0.486, 'tag': 'proj_3'}]",0.75,0.326,0.3,1.0,1
181,"[{'timestamp': '2020-01', 'skills': ['AWS']}, {'timestamp': '2020-12', 'skills': ['AWS', 'NLP']}, {'timestamp': '2021-12', 'skills': ['AWS', 'NLP']}]","[{'detail': 0.651, 'tag': 'proj_2'}, {'detail': 0.699, 'tag': 'proj_2'}, {'detail': 0.812, 'tag': 'proj_2'}]",0.5,0.721,1.0,1.0,0
182,"[{'timestamp': '2020-01', 'skills': ['Spark']}, {'timestamp': '2020-12', 'skills': ['Spark', 'Python']}, {'timestamp': '2021-12', 'skills': ['AWS', 'Machine Learning', 'Python', 'Docker', 'Deep Learning', 'Kubernetes', 'NLP']}]","[{'detail': 0.257, 'tag': 'proj_4'}, {'detail': 0.235, 'tag': 'proj_1'}, {'detail': 0.289, 'tag': 'proj_2'}]",0.714,0.26,0.3,0.3,1
183,"[{'timestamp': '2020-01', 'skills': ['Machine Learning']}, {'timestamp': '2020-12', 'skills': ['Machine Learning', 'Kubernetes']}, {'timestamp': '2021-12', 'skills': ['Machine Learning', 'Python', 'Docker', 'Deep Learning', 'NLP']}]","[{'detail': 0.248, 'tag': 'proj_5'}, {'detail': 0.387, 'tag': 'proj_3'}, {'detail': 0.245, 'tag': 'proj_1'}]",0.6,0.293,0.3,0.3,1
184,"[{'timestamp': '2020-01', 'skills': ['Kafka']}, {'timestamp': '2020-12', 'skills': ['Kafka', 'Spark']}, {'timestamp': '2021-12', 'skills': ['AWS', 'Machine Learning', 'Python', 'Docker', 'Deep Learning', 'SQL', 'Kubernetes', 'NLP']}]","[{'detail': 0.392, 'tag': 'proj_1'}, {'detail': 0.233, 'tag': 'proj_5'}, {'detail': 0.222, 'tag': 'proj_4'}]",0.75,0.282,0.3,0.3,1
185,"[{'timestamp': '2020-01', 'skills': ['Kubernetes']}, {'timestamp': '2020-12', 'skills': ['Kubernetes', 'Python']}, {'timestamp': '2021-12', 'skills': ['Kubernetes', 'Python', 'Kafka']}]","[{'detail': 0.769, 'tag': 'proj_2'}, {'detail': 0.843, 'tag': 'proj_2'}, {'detail': 0.764, 'tag': 'proj_2'}]",0.333,0.792,1.0,0.3,0
186,"[{'timestamp': '2020-01', 'skills': ['Kubernetes']}, {'timestamp': '2020-12', 'skills': ['Kubernetes', 'Python']}, {'timestamp': '2021-12', 'skills': ['Machine Learning', 'Python', 'Docker', 'Deep Learning', 'Kubernetes', 'NLP']}]","[{'detail': 0.347, 'tag': 'proj_5'}, {'detail': 0.302, 'tag': 'proj_2'}, {'detail': 0.214, 'tag': 'proj_2'}]",0.667,0.288,0.3,0.3,1
187,"[{'timestamp': '2020-01', 'skills': ['Docker']}, {'timestamp': '2020-12', 'skills': ['Docker', 'SQL']}, {'timestamp': '2021-12', 'skills': ['Docker', 'SQL', 'Spark']}]","[{'detail': 0.879, 'tag': 'proj_2'}, {'detail': 0.641, 'tag': 'proj_2'}, {'detail': 0.75, 'tag': 'proj_2'}]",0.333,0.757,1.0,0.3,0
188,"[{'timestamp': '2020-01', 'skills': ['NLP']}, {'timestamp': '2020-12', 'skills': ['NLP', 'Docker']}, {'timestamp': '2021-12', 'skills': ['Machine Learning', 'Python', 'Docker', 'Deep Learning', 'NLP']}]","[{'detail': 0.207, 'tag': 'proj_3'}, {'detail': 0.442, 'tag': 'proj_3'}, {'detail': 0.239, 'tag': 'proj_2'}]",0.6,0.296,0.3,0.3,1
189,"[{'timestamp': '2020-01', 'skills': ['Docker']}, {'timestamp': '2020-12', 'skills': ['Docker', 'Kubernetes']}, {'timestamp': '2021-12', 'skills': ['Docker', 'Kubernetes', 'SQL']}]","[{'detail': 0.535, 'tag': 'proj_2'}, {'detail': 0.75, 'tag': 'proj_2'}, {'detail': 0.704, 'tag': 'proj_2'}]",0.333,0.663,1.0,0.3,0
190,"[{'timestamp': '2020-01', 'skills': ['NLP']}, {'timestamp': '2020-12', 'skills': ['NLP', 'SQL']}, {'timestamp': '2021-12', 'skills': ['Machine Learning', 'Python', 'Docker', 'Deep Learning', 'NLP']}]","[{'detail': 0.465, 'tag': 'proj_4'}, {'detail': 0.419, 'tag': 'proj_4'}, {'detail': 0.484, 'tag': 'proj_3'}]",0.6,0.456,0.3,0.3,1
191,"[{'timestamp': '2020-01', 'skills': ['Kafka']}, {'timestamp': '2020-12', 'skills': ['Kafka', 'Docker']}, {'timestamp': '2021-12', 'skills': ['AWS', 'Machine Learning', 'Python', 'Docker', 'Deep Learning', 'Kubernetes', 'NLP']}]","[{'detail': 0.313, 'tag': 'proj_3'}, {'detail': 0.291, 'tag': 'proj_2'}, {'detail': 0.415, 'tag': 'proj_3'}]",0.714,0.34,0.3,0.3,1
192,"[{'timestamp': '2020-01', 'skills': ['Deep Learning']}, {'timestamp': '2020-12', 'skills': ['Deep Learning', 'Spark']}, {'timestamp': '2021-12', 'skills': ['Machine Learning', 'Python', 'Docker', 'Deep Learning', 'Kubernetes', 'NLP']}]","[{'detail': 0.219, 'tag': 'proj_1'}, {'detail': 0.392, 'tag': 'proj_3'}, {'detail': 0.277, 'tag': 'proj_1'}]",0.667,0.296,0.3,0.3,1
193,"[{'timestamp': '2020-01', 'skills': ['AWS']}, {'timestamp': '2020-12', 'skills': ['AWS', 'Python']}, {'timestamp': '2021-12', 'skills': ['AWS', 'Python', 'Kafka']}]","[{'detail': 0.621, 'tag': 'proj_1'}, {'detail': 0.695, 'tag': 'proj_1'}, {'detail': 0.824, 'tag': 'proj_1'}]",0.333,0.713,1.0,1.0,0
194,"[{'timestamp': '2020-01', 'skills': ['Kubernetes']}, {'timestamp': '2020-12', 'skills': ['Kubernetes', 'Machine Learning']}, {'timestamp': '2021-12', 'skills': ['Kubernetes', 'Machine Learning', 'SQL']}]","[{'detail': 0.87, 'tag': 'proj_3'}, {'detail': 0.693, 'tag': 'proj_3'}, {'detail': 0.812, 'tag': 'proj_3'}]",0.333,0.792,1.0,0.3,0
195,"[{'timestamp': '2020-01', 'skills': ['Python']}, {'timestamp': '2020-12', 'skills': ['Python', 'Machine Learning']}, {'timestamp': '2021-12', 'skills': ['AWS', 'Machine Learning', 'Python', 'Docker', 'Deep Learning', 'SQL', 'Kubernetes', 'NLP']}]","[{'detail': 0.427, 'tag': 'proj_4'}, {'detail': 0.481, 'tag': 'proj_2'}, {'detail': 0.322, 'tag': 'proj_1'}]",0.75,0.41,0.3,0.3,1
196,"[{'timestamp': '2020-01', 'skills': ['Deep Learning']}, {'timestamp': '2020-12', 'skills': ['Deep Learning', 'Docker']}, {'timestamp': '2021-12', 'skills': ['Deep Learning', 'Docker', 'Machine Learning']}]","[{'detail': 0.833, 'tag': 'proj_1'}, {'detail': 0.681, 'tag': 'proj_1'}, {'detail': 0.87, 'tag': 'proj_1'}]",0.333,0.795,1.0,0.3,0
197,"[{'timestamp': '2020-01', 'skills': ['Deep Learning']}, {'timestamp': '2020-12', 'skills': ['Deep Learning', 'Kubernetes']}, {'timestamp': '2021-12', 'skills': ['Deep Learning', 'Kubernetes', 'NLP']}]","[{'detail': 0.697, 'tag': 'proj_1'}, {'detail': 0.616, 'tag': 'proj_1'}, {'detail': 0.819, 'tag': 'proj_1'}]",0.333,0.711,1.0,0.3,0
